VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2020-04-03 11:42:51,2020-04-03 11:43:30,N,1,75,75,6,.28,3,0,0.5,0,0,,0.3,3.8,1,1,0
2,2020-04-03 12:05:36,2020-04-03 12:16:52,N,1,75,163,6,2.70,11,0,0.5,1,0,,0.3,15.55,1,1,2.75
2,2020-04-03 11:03:39,2020-04-03 11:04:01,N,1,74,74,1,.03,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,2020-04-03 11:16:46,2020-04-03 11:19:23,N,1,75,74,1,.64,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,2020-04-03 11:32:01,2020-04-03 11:49:14,N,1,74,244,1,2.99,14,0,0.5,0,0,,0.3,14.8,2,1,0
2,2020-04-03 11:51:25,2020-04-03 11:56:18,N,1,244,116,1,.81,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-03 12:00:10,2020-04-03 12:09:21,N,1,116,238,1,2.59,10,0,0.5,2,0,,0.3,15.55,1,1,2.75
2,2020-04-03 11:05:55,2020-04-03 11:11:10,N,1,75,75,1,.62,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-03 11:57:30,2020-04-03 12:00:44,N,1,75,75,1,.62,4.5,0,0.5,3,0,,0.3,8.3,1,1,0
1,2020-04-03 11:49:09,2020-04-03 12:06:45,N,1,91,225,1,.00,17.2,0,0.5,0,0,,0.3,18,1,1,0
2,2020-04-03 11:51:11,2020-04-03 12:14:09,N,1,75,260,1,6.13,21.5,0,0.5,0,0,,0.3,25.05,2,1,2.75
1,2020-04-03 11:02:14,2020-04-03 11:21:16,N,1,65,225,1,.00,19.78,0,0.5,0,0,,0.3,20.58,1,1,0
2,2020-04-03 11:26:26,2020-04-03 12:05:26,N,1,75,197,1,14.12,45,0,0.5,0,6.12,,0.3,51.92,1,1,0
2,2020-04-03 11:33:58,2020-04-03 11:53:17,N,1,197,208,1,12.29,34,0,0.5,0,6.12,,0.3,40.92,1,1,0
2,2020-04-03 11:55:04,2020-04-03 12:18:50,N,1,208,197,1,11.62,35,0,0.5,0,6.12,,0.3,41.92,1,1,0
1,2020-04-03 11:05:25,2020-04-03 11:16:23,N,1,225,97,1,2.10,9.5,0,0.5,0,0,,0.3,10.3,1,1,0
2,2020-04-03 11:45:08,2020-04-03 11:55:52,N,1,75,237,1,2.35,10,0,0.5,0,0,,0.3,13.55,2,1,2.75
2,2020-04-03 11:10:49,2020-04-03 11:26:36,N,1,41,119,2,3.03,13.5,0,0.5,0,0,,0.3,14.3,2,1,0
2,2020-04-03 12:00:22,2020-04-03 12:10:37,N,1,75,42,1,2.56,10.5,0,0.5,0,0,,0.3,11.3,2,1,0
2,2020-04-03 11:42:02,2020-04-03 11:56:19,N,1,97,190,1,3.24,13.5,0,0.5,2.86,0,,0.3,17.16,1,1,0
2,2020-04-03 11:18:44,2020-04-03 11:23:02,N,1,247,69,1,.57,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2020-04-03 11:56:07,2020-04-03 12:05:12,N,1,247,127,1,3.42,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,2020-04-03 11:56:17,2020-04-03 11:58:13,N,5,136,136,1,.37,7,0,0,0,0,,0.3,7.3,2,2,0
2,2020-04-03 11:23:25,2020-04-03 11:25:50,N,1,74,75,1,.91,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2020-04-03 11:31:37,2020-04-03 12:24:33,N,1,75,127,1,10.20,41,0,0.5,0,0,,0.3,41.8,1,1,0
2,2020-04-03 11:52:15,2020-04-03 12:05:22,N,1,244,166,1,2.93,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,2020-04-03 11:15:39,2020-04-04 00:00:00,N,1,74,168,1,1.83,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,2020-04-03 11:57:12,2020-04-03 12:07:12,N,1,74,42,1,1.59,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,2020-04-03 11:55:40,2020-04-03 12:07:50,N,1,74,24,1,1.86,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,2020-04-03 12:26:21,2020-04-03 12:31:18,N,1,75,74,2,1.44,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2020-04-03 12:46:30,2020-04-03 12:52:26,N,1,75,151,1,1.62,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-03 12:21:25,2020-04-03 12:35:43,N,1,244,208,1,7.82,22.5,0,0.5,0,0,,0.3,23.3,1,1,0
2,2020-04-03 12:06:07,2020-04-03 12:23:12,N,1,41,212,1,6.86,22,0,0.5,0,0,,0.3,22.8,2,1,0
1,2020-04-03 12:42:17,2020-04-03 12:53:29,N,1,65,61,1,2.10,10.5,0,0.5,2.26,0,,0.3,13.56,1,1,0
2,2020-04-03 12:04:29,2020-04-03 12:20:14,N,1,129,7,5,3.11,13.5,0,0.5,0,0,,0.3,14.3,2,1,0
2,2020-04-03 12:13:13,2020-04-03 12:19:14,N,1,41,42,3,1.25,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2020-04-03 12:22:58,2020-04-03 12:23:11,N,1,42,42,2,.00,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,2020-04-03 12:13:29,2020-04-03 12:14:18,N,1,41,41,1,.17,3,0,0.5,0,0,,0.3,3.8,2,1,0
2,2020-04-03 12:20:18,2020-04-03 12:27:47,N,1,41,152,1,2.03,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,0
2,2020-04-03 12:30:09,2020-04-03 12:41:13,N,1,152,244,1,2.32,10.5,0,0.5,0,0,,0.3,11.3,2,1,0
2,2020-04-03 12:19:13,2020-04-03 12:31:27,N,1,97,89,1,2.99,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,2020-04-03 12:38:17,2020-04-03 12:50:12,N,1,188,71,1,2.58,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,2020-04-03 12:37:12,2020-04-03 12:50:28,N,1,41,239,1,2.85,12,0,0.5,3.89,0,,0.3,19.44,1,1,2.75
2,2020-04-03 12:48:31,2020-04-03 12:54:18,N,1,74,75,1,1.47,7,0,0.5,1.56,0,,0.3,9.36,1,1,0
1,2020-04-03 12:53:07,2020-04-03 13:12:03,N,1,116,250,1,7.40,23.5,0,0.5,0,0,,0.3,24.3,2,1,0
1,2020-04-03 12:32:35,2020-04-03 13:02:57,N,1,61,55,1,.00,37.03,0,0.5,0,0,,0.3,37.83,1,1,0
2,2020-04-03 12:44:24,2020-04-03 13:24:52,N,1,18,227,1,22.47,61,0,0.5,0,0,,0.3,61.8,1,1,0
2,2020-04-03 12:11:36,2020-04-03 12:22:49,N,1,97,17,1,2.05,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,2020-04-03 12:44:16,2020-04-03 13:19:40,N,1,65,259,1,19.95,56,0,0.5,0,0,,0.3,56.8,1,1,0
2,2020-04-03 12:08:48,2020-04-03 12:16:57,N,1,226,146,1,1.18,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
1,2020-04-03 12:49:57,2020-04-03 12:57:54,N,1,247,116,1,1.20,7.5,0.5,0.5,1.75,0,,0.3,10.55,1,1,0
2,2020-04-03 12:49:41,2020-04-03 12:57:12,N,1,74,75,1,1.67,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
1,2020-04-03 12:33:29,2020-04-03 12:52:07,N,1,89,225,1,4.10,16,0,0.5,0,0,,0.3,16.8,2,1,0
2,2020-04-03 12:34:24,2020-04-03 12:44:19,N,1,166,143,1,2.05,10,0,0.5,0,0,,0.3,13.55,2,1,2.75
2,2020-04-03 12:03:26,2020-04-03 12:21:47,N,1,82,107,1,7.63,22.5,0,0.5,6.43,6.12,,0.3,38.6,1,1,2.75
2,2020-04-03 12:11:33,2020-04-03 12:57:24,N,1,220,236,1,9.82,41.5,0,0.5,14.36,2.8,,0.3,62.21,1,1,2.75
2,2020-04-03 12:44:18,2020-04-03 12:52:28,N,1,41,151,1,1.47,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
1,2020-04-03 12:04:11,2020-04-03 12:04:25,N,1,41,41,1,3.50,2.5,0,0.5,0,0,,0.3,3.3,3,1,0
1,2020-04-03 12:14:56,2020-04-03 12:20:55,N,1,42,41,1,1.20,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
1,2020-04-03 12:27:18,2020-04-03 12:27:36,N,1,41,41,1,1.20,2.5,0,0.5,0,0,,0.3,3.3,3,1,0
2,2020-04-03 12:50:32,2020-04-03 12:53:08,N,1,225,61,1,.74,-4.5,0,-0.5,0,0,,-0.3,-5.3,3,1,0
2,2020-04-03 12:50:32,2020-04-03 12:53:08,N,1,225,61,1,.74,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2020-04-03 12:34:16,2020-04-03 12:51:28,N,1,65,61,1,3.72,15,0,0.5,3.16,0,,0.3,18.96,1,1,0
2,2020-04-03 13:00:20,2020-04-03 13:11:47,N,1,226,226,1,1.40,9,0,0.5,0,0,,0.3,9.8,1,1,0
1,2020-04-03 12:58:53,2020-04-03 13:15:13,N,1,7,137,2,4.60,16,2.75,0.5,0,0,,0.3,19.55,2,1,2.75
2,2020-04-03 12:42:12,2020-04-03 12:45:47,N,1,243,127,1,1.23,5.5,0,0.5,1.89,0,,0.3,8.19,1,1,0
2,2020-04-03 12:10:53,2020-04-03 22:02:18,N,1,215,215,1,17.76,314.5,0,0.5,78.82,0,,0.3,394.12,1,1,0
1,2020-04-03 12:13:13,2020-04-03 12:24:32,N,1,41,159,1,2.50,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,2020-04-03 12:03:24,2020-04-03 12:06:11,N,1,74,74,2,.51,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,2020-04-03 12:40:36,2020-04-03 13:03:16,N,1,42,116,2,1.54,15,0,0.5,0,0,,0.3,15.8,2,1,0
2,2020-04-03 12:17:29,2020-04-03 12:28:53,N,1,244,119,5,4.13,14,0,0.5,0,0,,0.3,14.8,2,1,0
2,2020-04-03 12:45:59,2020-04-03 12:51:23,N,1,74,42,6,.90,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-03 12:16:28,2020-04-03 12:18:44,N,1,75,74,1,.98,4.5,0,0.5,1.06,0,,0.3,6.36,1,1,0
2,2020-04-03 12:57:20,2020-04-03 13:04:33,N,1,74,75,1,1.13,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2020-04-03 12:18:21,2020-04-03 12:20:23,N,1,75,75,1,.63,4,0,0.5,0,0,,0.3,4.8,2,1,0
1,2020-04-03 12:08:22,2020-04-03 12:15:18,N,1,225,17,2,1.00,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
1,2020-04-03 12:26:48,2020-04-03 12:29:03,N,1,225,17,1,.50,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,2020-04-03 12:52:43,2020-04-03 13:08:50,N,1,74,69,1,3.32,14,0,0.5,0,0,,0.3,14.8,2,1,0
2,2020-04-03 12:44:04,2020-04-03 12:57:54,N,1,41,169,1,4.87,16.5,0,0.5,0,0,,0.3,17.3,2,1,0
2,2020-04-03 12:48:27,2020-04-03 12:53:31,N,1,41,151,1,1.12,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,2020-04-03 12:47:40,2020-04-03 13:02:04,N,1,116,151,1,2.57,12,0,0.5,0,0,,0.3,12.8,2,1,0
1,2020-04-03 12:02:28,2020-04-03 12:16:04,N,1,76,203,1,.00,24.2,0,0.5,0,0,,0.3,25,1,1,0
2,2020-04-03 12:32:57,2020-04-03 12:41:36,N,1,74,119,1,3.19,11.5,0,0.5,0,0,,0.3,12.3,2,1,0
1,2020-04-03 12:14:38,2020-04-03 12:22:11,N,1,74,41,1,1.40,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
1,2020-04-03 12:47:43,2020-04-03 12:55:03,N,1,74,166,1,1.40,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-03 12:19:40,2020-04-03 12:56:25,N,1,197,246,1,14.25,44,0,0.5,0,6.12,,0.3,50.92,1,1,0
2,2020-04-03 12:05:59,2020-04-03 12:09:04,N,1,74,74,1,.75,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2020-04-03 12:24:13,2020-04-03 12:35:52,N,1,74,166,1,1.93,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,2020-04-03 12:43:58,2020-04-03 12:48:47,N,1,41,166,1,.93,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-03 12:52:30,2020-04-03 13:05:55,N,1,166,236,1,2.92,12.5,0,0.5,0,0,,0.3,16.05,1,1,2.75
2,2020-04-03 12:14:52,2020-04-03 12:35:40,N,1,7,238,2,7.38,23.5,0,0.5,0,6.12,,0.3,30.42,2,1,0
2,2020-04-03 12:44:28,2020-04-03 12:50:43,N,1,74,74,2,1.48,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-03 12:09:16,2020-04-03 12:12:28,N,1,41,42,2,.81,4.5,0,0.5,2,0,,0.3,7.3,1,1,0
2,2020-04-03 13:02:31,2020-04-03 13:40:34,N,1,25,35,1,6.45,24,0,0.5,0,0,,0.3,24.8,2,1,0
2,2020-04-03 12:47:24,2020-04-03 12:58:47,N,1,244,166,1,3.42,11.5,0,0.5,0,0,,0.3,12.3,2,1,0
2,2020-04-03 12:28:53,2020-04-03 12:35:14,N,1,75,74,1,1.07,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2020-04-03 12:55:29,2020-04-03 12:55:42,N,1,41,41,1,.00,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,2020-04-03 12:11:13,2020-04-03 12:21:39,N,1,166,247,1,2.23,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,2020-04-03 12:16:05,2020-04-03 12:19:55,N,1,41,75,1,.79,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2020-04-03 12:48:50,2020-04-03 12:49:39,N,5,183,183,1,.10,3.5,0,0,10,0,,0.3,13.8,1,2,0
2,2020-04-03 13:17:42,2020-04-03 13:33:36,N,1,42,185,1,7.46,22,0,0.5,4.56,0,,0.3,29.31,1,1,0
2,2020-04-03 13:24:24,2020-04-03 13:28:01,N,1,254,254,1,.81,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2020-04-03 13:53:17,2020-04-03 14:05:31,N,1,182,18,1,3.22,12.5,0,0.5,0,0,,0.3,13.3,2,1,0
1,2020-04-03 13:50:23,2020-04-03 13:57:00,N,1,41,42,1,1.00,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2020-04-03 13:36:53,2020-04-03 13:57:07,N,1,166,162,1,4.39,17.5,0,0.5,0,0,,0.3,21.05,2,1,2.75
2,2020-04-03 13:27:30,2020-04-03 13:28:19,N,1,74,74,1,.01,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
1,2020-04-03 13:58:29,2020-04-03 14:04:33,N,1,116,41,1,1.40,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-03 13:02:55,2020-04-03 13:14:23,N,5,130,216,1,2.35,12,0,0.5,0,0,,0.3,12.8,1,1,0
1,2020-04-03 13:35:08,2020-04-03 13:40:35,N,1,65,97,1,.80,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
1,2020-04-03 13:58:30,2020-04-03 14:23:53,N,1,97,216,1,14.90,41.5,0,0.5,0,0,,0.3,42.3,2,1,0
2,2020-04-03 13:43:19,2020-04-03 13:43:23,N,5,188,188,1,.00,25,0,0,5,0,,0.3,30.3,1,2,0
2,2020-04-03 13:48:08,2020-04-03 13:57:03,N,1,43,141,1,1.90,9,0,0.5,2.51,0,,0.3,15.06,1,1,2.75
2,2020-04-03 13:02:02,2020-04-03 13:08:37,N,1,74,41,1,1.30,7,0,0.5,0,0,,0.3,7.8,1,1,0
2,2020-04-03 13:27:58,2020-04-03 14:14:39,N,1,227,197,1,24.69,68,0,0.5,0,0,,0.3,68.8,1,1,0
2,2020-04-03 13:04:43,2020-04-03 13:14:51,N,1,97,62,1,2.11,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,2020-04-03 13:49:01,2020-04-03 13:54:06,N,1,97,97,1,.62,5,0,0.5,0.01,0,,0.3,5.81,1,1,0
2,2020-04-03 13:46:15,2020-04-03 14:49:09,N,1,11,94,1,33.23,92,0,0.5,0,6.12,,0.3,98.92,1,1,0
2,2020-04-03 13:29:57,2020-04-03 13:33:11,N,1,116,116,1,.36,4,0,0.5,5,0,,0.3,9.8,1,1,0
2,2020-04-03 13:41:09,2020-04-03 13:43:35,N,1,74,74,1,.60,4,0,0.5,1.2,0,,0.3,6,1,1,0
2,2020-04-03 13:04:05,2020-04-03 13:12:29,N,1,74,41,1,1.08,7,0,0.5,0,0,,0.3,7.8,1,1,0
2,2020-04-03 13:19:19,2020-04-03 13:29:20,N,1,41,75,1,1.82,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,2020-04-03 13:54:18,2020-04-03 14:04:38,N,1,75,263,1,1.62,8.5,0,0.5,2.41,0,,0.3,14.46,1,1,2.75
2,2020-04-03 13:21:54,2020-04-03 13:28:18,N,1,74,74,1,.94,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,2020-04-03 13:29:39,2020-04-03 13:41:52,N,1,173,7,1,2.61,11.5,0,0.5,0,0,,0.3,12.3,2,1,0
2,2020-04-03 13:51:02,2020-04-03 13:51:42,N,1,207,207,1,.00,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,2020-04-03 13:52:08,2020-04-03 14:21:32,N,1,207,179,1,3.57,20,0,0.5,0,0,,0.3,20.8,1,1,0
2,2020-04-03 13:03:35,2020-04-03 13:09:55,N,1,41,42,1,1.04,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,2020-04-03 13:59:37,2020-04-03 14:03:33,N,1,18,94,1,.75,4.5,0,0.5,1.06,0,,0.3,6.36,1,1,0
1,2020-04-03 13:09:39,2020-04-03 13:13:29,N,1,75,75,1,.50,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
1,2020-04-03 13:28:05,2020-04-03 13:31:52,N,1,166,116,1,.90,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
1,2020-04-03 13:36:35,2020-04-03 13:41:07,N,1,42,42,1,.60,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2020-04-03 13:09:59,2020-04-03 13:23:17,N,1,166,168,1,2.69,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,2020-04-03 13:30:24,2020-04-03 13:36:13,N,1,42,41,1,1.07,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2020-04-03 13:13:23,2020-04-03 13:16:13,N,1,42,42,1,.74,4.5,0,0.5,1.06,0,,0.3,6.36,1,1,0
2,2020-04-03 13:11:55,2020-04-03 13:14:01,N,1,97,49,1,.73,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,2020-04-03 13:42:26,2020-04-03 13:48:46,N,1,65,49,1,1.07,6,0,0.5,5,0,,0.3,11.8,1,1,0
2,2020-04-03 13:33:18,2020-04-03 13:50:54,N,1,97,61,1,3.91,15.5,0,0.5,0,0,,0.3,16.3,2,1,0
2,2020-04-03 13:15:04,2020-04-03 13:36:35,N,1,75,246,1,6.70,23,0,0.5,0,0,,0.3,26.55,1,1,2.75
2,2020-04-03 13:13:09,2020-04-03 14:05:45,N,1,226,226,1,2.17,25,0,0.5,0,0,,0.3,25.8,1,1,0
2,2020-04-03 13:50:05,2020-04-03 13:55:08,N,1,74,75,1,1.40,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2020-04-03 13:48:23,2020-04-03 14:17:56,N,1,97,80,1,11.44,35,0,0.5,0.08,0,,0.3,35.88,1,1,0
2,2020-04-03 13:43:08,2020-04-03 13:50:39,N,1,75,43,1,2.00,8.5,0,0.5,0,0,,0.3,12.05,2,1,2.75
2,2020-04-03 13:36:18,2020-04-03 14:24:26,N,1,213,55,2,27.53,78,0,0.5,0,6.12,,0.3,84.92,1,1,0
2,2020-04-03 13:19:46,2020-04-03 13:30:20,N,1,41,116,2,2.20,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,2020-04-03 13:33:56,2020-04-03 13:41:06,N,1,116,247,2,1.13,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-03 13:43:20,2020-04-03 13:45:18,N,1,75,75,6,.57,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,2020-04-03 13:41:34,2020-04-03 13:41:47,N,1,74,74,1,.01,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,2020-04-03 13:53:59,2020-04-03 13:59:41,N,1,43,238,1,1.20,6.5,0,0.5,1.51,0,,0.3,11.56,1,1,2.75
2,2020-04-03 13:10:36,2020-04-03 13:26:49,N,1,75,42,1,2.86,13.5,0,0.5,0,0,,0.3,14.3,1,1,0
2,2020-04-03 12:41:11,2020-04-03 12:50:18,N,1,74,166,1,1.96,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,0
2,2020-04-03 13:02:51,2020-04-03 13:06:31,N,1,61,61,1,.65,4.5,0,0.5,1.06,0,,0.3,6.36,1,1,0
1,2020-04-03 13:01:01,2020-04-03 13:09:47,N,1,166,74,1,1.70,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,2020-04-03 13:53:17,2020-04-03 13:57:38,N,1,223,223,1,.85,5,0,0.5,3,0,,0.3,8.8,1,1,0
2,2020-04-03 13:30:52,2020-04-03 13:46:40,N,1,7,252,2,9.39,26.5,0,0.5,0,0,,0.3,27.3,2,1,0
2,2020-04-03 13:14:21,2020-04-03 13:18:39,N,1,74,75,1,.91,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-03 13:42:42,2020-04-03 14:01:07,N,5,69,241,1,4.11,13,0,0,0,0,,0.3,13.3,1,2,0
2,2020-04-03 13:04:06,2020-04-03 13:04:15,N,1,82,82,1,.01,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,2020-04-03 13:08:38,2020-04-03 13:10:29,N,1,69,42,1,.63,4,0,0.5,3,0,,0.3,7.8,1,1,0
2,2020-04-03 13:20:13,2020-04-03 13:23:17,N,1,61,61,1,.64,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2020-04-03 13:27:22,2020-04-03 13:33:31,N,1,24,41,1,.75,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,2020-04-03 13:40:25,2020-04-03 13:43:41,N,1,42,42,1,.60,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2020-04-03 13:00:19,2020-04-03 13:02:35,N,1,74,74,1,.39,3.5,0,0.5,0,0,,0.3,4.3,2,1,0
2,2020-04-03 13:16:22,2020-04-03 13:24:37,N,1,74,262,1,1.94,9,0,0.5,0,0,,0.3,12.55,2,1,2.75
2,2020-04-03 13:53:12,2020-04-03 13:59:53,N,1,74,41,1,1.02,6,0,0.5,0,0,,0.3,6.8,1,1,0
2,2020-04-03 14:15:22,2020-04-03 14:19:14,N,1,166,151,1,.95,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-03 14:24:54,2020-04-03 14:29:57,N,1,69,247,1,1.12,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-03 14:35:14,2020-04-03 14:48:13,N,1,42,69,1,2.25,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,2020-04-03 14:44:56,2020-04-03 14:51:52,N,1,166,41,1,1.13,7,0,0.5,0,0,,0.3,7.8,2,1,0
1,2020-04-03 14:00:53,2020-04-03 14:20:11,N,1,42,42,1,3.00,15,0,0.5,0,0,,0.3,15.8,2,1,0
1,2020-04-03 14:20:29,2020-04-03 14:29:41,N,1,42,74,1,1.70,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
1,2020-04-03 14:20:29,2020-04-03 14:24:53,N,5,167,126,1,.00,8,0,0,0,0,,0,8,2,2,0
1,2020-04-03 14:35:38,2020-04-03 14:47:30,N,5,212,126,1,.00,10,0,0,0,0,,0,10,2,2,0
1,2020-04-03 14:51:53,2020-04-03 14:52:43,N,5,24,24,2,.10,25,0,0,0,0,,0,25,1,2,0
2,2020-04-03 14:18:29,2020-04-03 14:38:36,N,1,74,13,1,10.97,31.5,0,0.5,0,0,,0.3,35.05,2,1,2.75
2,2020-04-03 14:23:40,2020-04-03 14:41:54,N,1,97,177,1,4.31,16.5,0,0.5,3.46,0,,0.3,20.76,1,1,0
2,2020-04-03 14:18:26,2020-04-03 14:33:38,N,1,95,223,1,7.13,21.5,0,0.5,0,0,,0.3,22.3,2,1,0
1,2020-04-03 14:57:17,2020-04-03 15:04:19,N,1,74,75,1,1.40,7,0,0.5,1.55,0,,0.3,9.35,1,1,0
2,2020-04-03 14:17:13,2020-04-03 14:22:32,N,1,41,42,2,1.02,6,0,0.5,0,0,,0.3,6.8,1,1,0
2,2020-04-03 14:33:25,2020-04-03 14:38:06,N,1,75,263,2,.56,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2020-04-03 14:50:34,2020-04-03 15:06:40,N,1,75,147,1,3.34,14,0,0.5,0,0,,0.3,14.8,2,1,0
2,2020-04-03 14:16:45,2020-04-03 14:56:39,N,1,197,227,1,23.54,63.5,0,0.5,0,0,,0.3,64.3,1,1,0
2,2020-04-03 14:59:07,2020-04-03 15:40:23,N,1,227,197,1,24.47,66,0,0.5,0,0,,0.3,66.8,1,1,0
2,2020-04-03 14:05:11,2020-04-03 14:15:43,N,1,97,17,1,1.57,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,2020-04-03 14:36:57,2020-04-03 14:41:52,N,1,97,97,1,1.01,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-03 14:36:04,2020-04-03 14:40:01,N,1,42,42,1,.83,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2020-04-03 14:54:16,2020-04-03 15:01:35,N,1,42,244,1,2.85,10.5,0,0.5,0,0,,0.3,11.3,2,1,0
2,2020-04-03 14:40:13,2020-04-03 14:43:11,N,1,244,116,1,1.11,5,0,0.5,1.74,0,,0.3,7.54,1,1,0
2,2020-04-03 14:50:27,2020-04-03 14:50:35,N,1,42,42,1,.07,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,2020-04-03 14:49:38,2020-04-03 15:04:30,N,1,75,143,1,2.99,13,0,0.5,0,0,,0.3,16.55,2,1,2.75
2,2020-04-03 14:51:44,2020-04-03 15:15:53,N,1,244,114,1,9.73,29.5,0,0.5,6.61,0,,0.3,39.66,1,1,2.75
2,2020-04-03 14:25:10,2020-04-03 14:39:45,N,1,243,263,1,6.24,19.5,0,0.5,4.61,0,,0.3,27.66,1,1,2.75
2,2020-04-03 14:28:01,2020-04-03 14:35:32,N,1,42,116,1,1.27,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-03 14:09:58,2020-04-03 14:10:01,N,1,223,264,1,.01,2.5,0,0.5,3,0,,0.3,6.3,1,1,0
2,2020-04-03 14:31:49,2020-04-03 14:49:20,N,1,136,42,1,5.24,18,0,0.5,0,0,,0.3,18.8,2,1,0
2,2020-04-03 14:09:40,2020-04-03 14:15:59,N,1,41,41,1,.95,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2020-04-03 14:53:40,2020-04-03 15:02:35,N,1,42,41,1,1.95,9,0,0.5,0,0,,0.3,9.8,2,1,0
1,2020-04-03 14:14:25,2020-04-03 14:22:24,N,1,49,66,0,1.90,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
